Collection ID;Collection Name;Collection Description;Style Name;Gender;Style Key;Style Description;Prompt;Preview Image;Variations
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Druide;g;forest_druid;Style druide de forêt enchantée;Transform this portrait into a druid from an enchanted forest, with animal companions and glowing plants around.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/forest_druid.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Chevaucheur de Dragon;g;dragon_rider;Style chevaucheur de dragon avec harnais en cuir;Transform this portrait into a dragon rider with a leather harness, wind-blown hair, and a fire-breathing dragon behind.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/dragon_rider.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Chevalier Mort-Vivant;g;undead_knight;Style chevalier mort-vivant maudit;Transform this portrait into a cursed undead knight with glowing red eyes, cracked armor, and a haunted battlefield.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/undead_knight.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Reine Médiévale;g;medieval_queen;Style reine médiévale avec couronne ornée;Transform this portrait into a medieval queen with a jeweled crown, rich fabrics, and candlelit stone halls.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/medieval_queen.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Barde de Taverne;g;tavern_bard;Style barde de taverne avec luth;Transform this portrait into a tavern bard with a lute, mischievous smile, and rustic fantasy inn ambiance.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/tavern_bard.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Nymphe des Bois;g;woodland_nymph;Style nymphe des bois avec accessoires floraux;Transform this portrait into a woodland nymph with floral accessories, glowing skin, and soft magical sparkles.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/woodland_nymph.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Guerrier Orc;g;orc_warrior;Style guerrier orc avec défenses;Transform this portrait into an orc warrior with tusks, heavy armor, and a war-torn battlefield in the background.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/orc_warrior.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Mage du Phénix;g;phoenix_mage;Style mage du phénix avec feu dans les yeux;Transform this portrait into a phoenix mage with fire in their eyes, burning feathers, and embers swirling around.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/phoenix_mage.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Oracle;g;seer_oracle;Style voyant ou oracle avec yeux bandés;Transform this portrait into a seer or oracle, with blindfolded eyes, floating runes, and glowing crystal spheres.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/seer_oracle.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Noble Vampire;g;vampire_noble;Style noble vampire d'un royaume gothique;Transform this portrait into a vampire noble from a gothic fantasy realm, with pale skin, red eyes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/vampire_noble.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Paladin;g;holy_paladin;Style paladin avec armure sacrée;Transform this portrait into a paladin with holy armor, radiant light effects, and a divine sigil on the chest.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/holy_paladin.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Alchimiste Gobelin;g;goblin_alchemist;Style alchimiste gobelin avec lunettes farfelues;Transform this portrait into a goblin alchemist with wild goggles, potions in hand, and a cluttered workshop.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/goblin_alchemist.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Mage de Glace;g;frost_mage;Style mage de glace d'un royaume nordique;Transform this portrait into a frost mage from a northern kingdom, with icy breath and a blizzard backdrop.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/frost_mage.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Ange Déchu;g;fallen_angel;Style ange déchu avec ailes sombres;Transform this portrait into a fallen angel with dark wings, glowing scars, and a broken halo.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/fallen_angel.jpg;1
medieval;Collection Médiévale Fantastique;Styles inspirés des univers médiévaux fantastiques;Héros Mythique;g;mythic_hero;Style héros mythique d'une prophétie ancienne;Transform this portrait into a mythic hero from an ancient prophecy, with golden armor and celestial markings.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/mythic_hero.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Charognard des Terres Désolées;g;wasteland_scavenger;Style charognard avec armure usée;Transform this portrait into a wasteland scavenger with worn-out armor, dust-covered face, and a ruined city behind.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/wasteland_scavenger.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Survivant au Masque à Gaz;g;gas_mask_survivor;Style survivant avec masque à gaz;Transform this portrait into a survivor wearing a gas mask, with cracked goggles and radioactive fog in the background.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/gas_mask_survivor.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Nomade du Désert;g;desert_nomad;Style nomade avec équipement improvisé;Transform this portrait into a desert nomad with improvised gear, sun-scorched skin, and a rusted vehicle nearby.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/desert_nomad.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Guerrier Mutant;g;mutated_warrior;Style guerrier avec cicatrices luminescentes;Transform this portrait into a mutated warrior with glowing scars, bio-enhancements, and a toxic landscape.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/mutated_warrior.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Combattant de la Résistance;g;resistance_fighter;Style combattant avec blessures bandées;Transform this portrait into a resistance fighter with bandaged wounds, improvised weapons, and a ruined overpass.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/resistance_fighter.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Vagabond Solitaire;g;lone_wanderer;Style vagabond avec manteau long;Transform this portrait into a lone wanderer with a trench coat, survival backpack, and a decaying billboard behind.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/lone_wanderer.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Habitant de Bunker;g;bunker_dweller;Style habitant avec peau pâle;Transform this portrait into a bunker dweller with pale skin, outdated tech, and dim emergency lights.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/bunker_dweller.jpg;
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Survivant de Peste;g;plague_survivor;Style survivant avec cape en lambeaux;Transform this portrait into a plague survivor with a tattered cloak, worn gloves, and a crumbling hospital in the distance.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/plague_survivor.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Chef de Culte Post-Nucléaire;g;post_nuclear_cult_leader;Style chef de culte avec relique lumineuse;Transform this portrait into a post-nuclear cult leader with a glowing relic, ritual tattoos, and fanatics behind them.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/post_nuclear_cult_leader.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Soldat des Retombées;g;fallout_soldier;Style soldat avec armure assistée improvisée;Transform this portrait into a fallout soldier in makeshift power armor, walking through an irradiated zone.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/fallout_soldier.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Cyber-Charognard;g;cyber_scavenger;Style charognard avec implants dépareillés;Transform this portrait into a cyber-scavenger with mismatched implants and salvaged data cores on their belt.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/cyber_scavenger.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Chasseur de Ruines;g;ruin_hunter;Style explorateur de gratte-ciels anciens;Transform this portrait into a ruin-hunter exploring ancient skyscrapers overgrown with nature.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/ruin_hunter.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Survivant Sauvage;g;feral_survivor;Style survivant avec peinture de guerre;Transform this portrait into a feral survivor with dirty face paint, animal bones, and survival trophies.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/feral_survivor.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Opérateur Radio Rebelle;g;rebel_radio_operator;Style opérateur avec casque et cadrans;Transform this portrait into a rebel radio operator with headphones, frequency dials, and a hidden transmission tower.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/rebel_radio_operator.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Androïde IA;g;rogue_ai_android;Style androïde avec armure fissurée;Transform this portrait into a rogue AI-controlled android with cracked armor and malfunctioning sensors.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/rogue_ai_android.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Fantôme de l'Apocalypse;g;apocalypse_ghost;Style fantôme avec vêtements décolorés;Transform this portrait into a ghost of the apocalypse, with faded clothing, glowing eyes, and ash swirling around.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/apocalypse_ghost.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Enfant Mutant;g;mutant_child;Style enfant avec lunettes surdimensionnées;Transform this portrait into a mutant child with oversized goggles, fragile tech gear, and a hopeful look.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/mutant_child.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Reine des Charognards;g;scavenger_queen;Style reine avec couronne de fils;Transform this portrait into a scavenger queen with a crown of wires, armor made from relics, and a desert throne.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/scavenger_queen.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Vétéran Cicatrisé;g;battle_scarred_veteran;Style vétéran avec membres cybernétiques;Transform this portrait into a battle-scarred veteran with cybernetic limbs, and haunted eyes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/battle_scarred_veteran.jpg;1
post-apocalyptic;Collection Post-Apocalyptique;Styles inspirés de l'univers post-apocalyptique;Survivant Porteur d'Espoir;g;hopeful_survivor;Style survivant plantant une graine;Transform this portrait into a hopeful survivor planting a seed in the wasteland, with green sprouting in the ash.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/hopeful_survivor.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Film Vintage 1960s;g;vintage_film_60s;Style film vintage années 60 avec tons chauds;Transform this portrait into a vintage film photo from the 1960s, with warm tones, grainy texture, and soft focus.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/vintage_film_60s.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Couverture de Magazine;g;fashion_magazine;Style couverture de magazine Vogue avec éclairage dramatique;fashion_magazine;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/fashion_magazine.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Photo de Rue Noir et Blanc;g;bw_street_photo;Style Leica noir et blanc avec texture urbaine;bw_street_photo;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/bw_street_photo.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Polaroid 1980s;g;polaroid_80s;Style Polaroid années 80 avec couleurs délavées;Make this into polaroid_80s.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/polaroid_80s.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Documentaire Salgado;g;salgado_documentary;Style documentaire Sebastião Salgado en noir et blanc;Make this in black and white, with powerful emotion and texture.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/salgado_documentary.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Studio High-Key;g;high_key_studio;Style studio high-key avec fond blanc lumineux;Make this  into a high-key studio photo with bright white background, even lighting, and soft shadows.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/high_key_studio.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Portrait Low-Key;g;low_key_portrait;Style low-key avec ombres dramatiques;Make this into a low-key with dramatic dark shadows, focused highlights, and intense mood.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/low_key_portrait.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Plan Cinématographique;g;cinematic_frame;Style cinématographique avec étalonnage bleu-orange;Make this into a cinematic still frame with teal-orange color grading, shallow depth of field, and moody lighting.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/cinematic_frame.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Paparazzi 2000s;g;paparazzi_2000s;Style paparazzi des années 2000 avec flash puissant;Make this into an early 2000s paparazzi shot, slightly blurred, with harsh flash and off-guard expression.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/paparazzi_2000s.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Instagram 2020s;g;instagram_2020s;Style Instagram avec filtres doux et tons pastel;Make this into a stylized Instagram photo from the 2020s with soft filters, pastel tones, and lifestyle accessories.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/instagram_2020s.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Webcam VHS;g;vhs_webcam;Style webcam VHS avec aberrations chromatiques;Make this into a VHS webcam image with glitch lines, chromatic aberration, and retro screen artifacts.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/vhs_webcam.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Film Noir;g;film_noir;Style film noir avec contraste fort et ombres mystérieuses;Make this into a classic film noir with strong contrast, shadows on the face, and a mysterious mood.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/film_noir.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Appareil Jetable;g;disposable_camera;Style appareil photo jetable avec mise au point imparfaite;Make this into a candid photo taken on a disposable camera, with imperfect focus and real-life atmosphere.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/disposable_camera.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Photomaton;g;passport_booth;Style photomaton pour documents officiels;Make this into a passport photo booth image with flat lighting, expressionless pose, and official framing.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/passport_booth.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Mode Urbaine;g;street_fashion;Style mode urbaine avec éclairage naturel;Make this into a street fashion photo with natural lighting, a trendy outfit, and an urban backdrop.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/street_fashion.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;National Geographic;g;national_geographic;Style National Geographic avec contexte culturel riche;Make this into a National Geographic-style photo with rich cultural context and realistic lighting.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/national_geographic.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Objectif Fisheye;g;fisheye_lens;Style objectif fisheye avec proportions exagérées;Make this into a photo taken with a fisheye lens, exaggerating facial proportions and giving a playful vibe.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/fisheye_lens.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Tapis Rouge;g;red_carpet;Style célébrité sur tapis rouge avec flashes des paparazzi;Make this into a red carpet celebrity shot with glamorous lighting, lens flares, and paparazzi flashes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/red_carpet.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Studio Sears 90s;g;sears_studio_90s;Style portrait studio Sears des années 90;Make this into a retro 90s Sears studio with cheesy background gradients and soft spot lighting.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/sears_studio_90s.jpg;1
photographic;Collection Photographie;Styles photographiques de diverses époques et techniques;Photojournalisme;g;photojournalism;Style photojournalisme en noir et blanc;Make this into  a candid black-and-white photojournalism image with authentic emotion and ambient light.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/photojournalism.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Ukiyo-e Japonais;g;japanese_ukiyo_e;Style d'estampe japonaise traditionnelle avec lignes fluides;Make this into a traditional Japanese ukiyo-e woodblock print with flowing lines, flat colors, and stylized waves.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/japanese_ukiyo_e.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Miniature Persane;g;persian_miniature;Style de peinture persane avec motifs complexes et accents dorés;Make this into a Persian miniature painting with intricate patterns, gold accents, and delicate storytelling scenes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/persian_miniature.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Masque Africain;g;african_mask;Style de masque africain avec formes audacieuses et géométrie tribale;Make this into a stylized African composition with bold shapes, tribal geometry, and earthy textures.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/african_mask.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Día de los Muertos;g;dia_de_los_muertos;Style mexicain du Jour des Morts avec motifs colorés;Make this into a vibrant Día de los Muertos artwork with sugar skull motifs, marigold flowers, and festive symbolism.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/dia_de_los_muertos.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Icône Byzantine;g;byzantine_icon;Style d'icône religieuse avec fond doré et symbolisme sacré;Make this into a Byzantine icon with gold leaf background, solemn expressions, and religious symbolism in flat perspective.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/byzantine_icon.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Bollywood;g;bollywood_style;Style indien de Bollywood avec costumes éblouissants et ambiance festive;Make this into a colorful Bollywood-style scene with dazzling costumes, ornate jewelry, and a festive dance atmosphere.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/bollywood_style.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Art Viking;g;viking_art;Style inspiré des Vikings avec motifs runiques et textures boisées;Make this into a Viking-inspired artwork with runic patterns, carved wood textures, and mythological Norse elements.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/viking_art.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Textile Navajo;g;navajo_textile;Style textile Navajo avec motifs géométriques et tons désertiques;Make this into a textile-based Navajo or Hopi-style visual with geometric patterns, natural dyes, and desert tones.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/navajo_textile.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Art Balinais;g;balinese_art;Style artistique balinais avec ornementation riche et symboles sacrés;Make this into a traditional Balinese artistic scene with rich ornamentation, expressive gestures, and sacred symbols.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/balinese_art.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Art Inuit;g;inuit_art;Style d'art inuit avec formes simplifiées et faune arctique;Make this into an Inuit-style artwork using bold simplified shapes, natural colors, and references to Arctic wildlife.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/inuit_art.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Fresque Khmère;g;khmer_mural;Style de fresque de temple Khmer avec dieux anciens et gravures complexes;Make this into a Khmer temple mural with ancient gods, intricate carvings, and golden halos.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/khmer_mural.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Art Māori;g;maori_art;Style māori avec spirales koru et motifs de tatouage facial;Make this into a Māori art style with koru spirals, facial tattoo patterns, and symbolic storytelling.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/maori_art.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Folklore Russe;g;russian_folk;Style d'art populaire russe avec bordures florales et charme villageois;Make this into a Russian folk art scene with floral borders, nested doll symmetry, and winter village charm.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/russian_folk.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Peinture Aborigène;g;aboriginal_dot;Style de peinture pointilliste aborigène avec symbolisme superposé;Make this into an Aboriginal dot painting with layered symbolism, vibrant color palettes, and concentric patterns.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/aboriginal_dot.jpg;
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Encre Chinoise;g;chinese_ink;Style de peinture à l'encre chinoise avec coups de pinceau minimalistes;Make this into a Chinese ink painting with minimalist brush strokes, misty landscapes, and traditional seals.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/chinese_ink.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Fresque Hellénistique;g;hellenistic_fresco;Style de fresque hellénistique avec figures mythologiques et symétrie classique;Make this into a Hellenistic fresco with mythological figures, pastel hues, and classical symmetry.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/hellenistic_fresco.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Afro-futurisme;g;afrofuturism;Style afro-futuriste avec motifs traditionnels réimaginés en éléments néon;Make this into a contemporary Afro-futurist vision with traditional motifs reimagined in metallic and neon elements.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/afrofuturism.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Thangka Tibétain;g;tibetan_thangka;Style de peinture thangka tibétaine avec iconographie complexe;Make this into a Tibetan thangka painting with layered iconography, detailed mandalas, and vivid spiritual colors.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/tibetan_thangka.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Mythologie Alaskaine;g;alaskan_myth;Style mythologique des natifs d'Alaska avec esprits animaux;Make this into a Native Alaskan mythological scene with animal spirits, stylized totems, and ice-blue palettes.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/alaskan_myth.jpg;1
culturel;Collection Culturelle;Styles artistiques de diverses cultures du monde;Minhwa Coréen;g;korean_minhwa;Style de peinture minhwa coréenne avec tigres stylisés et symboles porte-bonheur;Make this into a traditional Korean minhwa painting with stylized tigers, lucky symbols, and folkloric vibrancy.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/korean_minhwa.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Anime Sportif;g;sports_anime;Style anime dynamique avec lignes de vitesse;Make this into a dynamic sports anime scene with speed lines, exaggerated motion, and glowing intensity.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/sports_anime.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Gym Rétro 80s;g;vintage_gym;Style affiche de gym vintage des années 80;Make this into a vintage 1980s gym poster with neon tracksuits, retro typography, and grainy textures.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/vintage_gym.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Illustration Olympique;g;olympic_illustration;Style minimaliste inspiré des Jeux Olympiques;Make this into a minimalist Olympic-style illustration with clean lines, symbolic motion, and national colors.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/olympic_illustration.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Sports Extrêmes;g;extreme_sports;Style graphique de sports extrêmes avec couleurs vives;Make this into an extreme sports graphic with bold colors, high contrast, and a gritty urban backdrop.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/extreme_sports.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Basket de Rue;g;street_basketball;Style basketball urbain avec graffiti et action;Make this into a street basketball scene with graffiti, dramatic lighting, and mid-air action.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/street_basketball.jpg;
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Pub Sportswear;g;fashion_sportswear;Style publicité haut de gamme pour vêtements de sport;Make this into a high-fashion sportswear ad with sleek design, strong silhouettes, and cool-toned filters.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/fashion_sportswear.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Arts Martiaux;g;martial_arts;Style illustration d'arts martiaux à l'encre;Make this into a traditional martial arts ink illustration with brushstroke motion and zen atmosphere.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/martial_arts.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Match de Football;g;soccer_action;Style action de football capturée en plein mouvement;Make this into a soccer match moment captured mid-action with flying dirt, dramatic lighting, and energetic blur.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/soccer_action.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Combat de Boxe;g;boxing_cinematic;Style cinématographique de combat de boxe;Make this into a boxing ring showdown in cinematic style, with sweat, motion blur, and gritty shadows.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/boxing_cinematic.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Snowboard;g;snowboarding;Style affiche de snowboard avec neige stylisée;Make this into poster with stylized powder trails, frozen tones, and dynamic angles.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/snowboarding.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Skateboard 90s;g;skateboarding_zine;Style graphique de zine de skateboard des années 90;Make this into a 90s skateboarding zine graphic with bold outlines, stickers, and rebellious textures.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/skateboarding_zine.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;E-sport Futuriste;g;esports_futuristic;Style tournoi d'e-sport futuriste avec hologrammes;Make this into a futuristic e-sports tournament setting with holograms, LEDs, and team branding.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/esports_futuristic.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Formule 1;g;formula_one;Style Formule 1 avec traces de mouvement et vitesse;Make this into race scene with motion streaks, aerodynamic design, and high-speed intensity.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/formula_one.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Yoga Stylisé;g;stylized_yoga;Style composition de yoga avec poses fluides;Make this into a stylized yoga composition with flowing poses, mandala patterns, and soft gradients.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/stylized_yoga.jpg;1
sport;Collection Sport;Styles inspirés du monde du sport et de l'activité physique;Parkour Urbain;g;rooftop_parkour;Style scène de parkour sur les toits avec angles inclinés;Make this into scene on rooftops with tilted angles, city lights, and freeze-frame motion.;https://leeveostockage.s3.eu-west-3.amazonaws.com/style/rooftop_parkour.jpg;1
